OID	File	Portion	English	廣東話口語（Colloquial Cantonese）v1028
472	Elliott	summer_Mon6	@, I know you have faith in my abilities as a writer. That means a lot to me.$h	@，我知你對我作為一個作家嘅能力，有信心。呢對我意義架。 $ h
473	Elliott	summer_Tue	I've encountered some beautiful shells in front of my house.#$e#I would imagine the rarer varieties to be quite valuable.	我喺我家門前遇到過啲靚貝殼。 #$e#我想比較稀有嘅品種會相當有價值。
474	Elliott	summer_Tue6	I write in hopes of connecting with others through time and space.$u#$e#*sigh*...times are changing, though. People don't read anymore.$s	我寫作系希望透過時間同空間同佢人聯繫。 $u#$e#*嘆氣*……之，時代喺變化。啲人唔再讀書咗。$s
475	Elliott	summer_Wed	It must be satisfying to follow your crop from seed to harvest.#$e#It's as if your essence is infused into the fruit.$u	跟隨你嘅咁作物由種子到收穫一定係令人滿意嘅咁。 #$e#I就好似你嘅咁精髓系度注入咗果一樣。$u
476	Elliott	summer_Thu	Oh dear! My shoes are filled with sand.$s#$e#That's the trouble with living on the beach.	親愛的！我對鞋裡面裝滿曬沙子。我對鞋度都係沙子。 $s#$e#就係生活喺沙灘上嘅咁麻煩。
477	Elliott	summer_Fri	@? You look puzzled.#$b#I guess the hot summer air can make us a little dizzy.	@? 你睇嚟好疑惑。 #$b#我想夏天嘅咁熱空氣會令我哋有啲暈眩。
478	Elliott	summer_Sat	The sun is angry today... My skin is a bit too delicate, I'm afraid.	今日嘅咁太陽好勞激…我嘅咁皮膚有啲好脆弱，我擔心。
479	Elliott	summer_Sun	You came all the way here just to talk to me? How kind.$h	你大老遠走嚟就係為咗同我講嘢？幾咁親切呀。$h
480	Elliott	summer_Sun4	Visit my cabin whenever you like. I could use the company.$h	只要你願意，隨時都可以嚟我嘅咁小屋。我需要有人傍。$h
481	Elliott	fall_Mon	Hello @.#$e#Make sure and take breaks from your work now and then.	你好@.#$e#確保你嘅咁工耐不耐咁休息嚇。
482	Elliott	fall_Mon4	Come visit me if you need a break from your labors.$h#$e#I'm usually at my house.	如果你要由你嘅咁勞動中休息嚇，就嚟探我。 $h#$e#我通常喺我嘅咁屋度。
483	Elliott	fall_Tue	It's been said that a pirate's ship, full of plundered gold, shipwrecked here a long time ago.	據講好禁以前有一艘海賊船喺呢度遇難，船上面裝滿曬掠奪嚟嘅黃金。
484	Elliott	fall_Tue8	@, I was just thinking about you.$l#$e#Maybe you sensed it.$h#$e#So! Tell me about your day.	@，我只係喺想你。 $l#$e#或者你感覺到啦。 $h#$e#咁！話畀我知你慨咁一日。
485	Elliott	fall_Wed8	I wouldn't mind trying my hand at farming.#$e#The quiet atmosphere of a farm might be a good source of literary inspiration, don't you think?$h	我唔介意試嚇我慨咁農活。 #$e#農場慨咁靜氣氛可能係文學靈感慨咁一個好來源，你唔覺得呀？$h
486	Elliott	fall_Thu	Oh dear! A tiny crab appears to have made his home in my shirt pocket.$l#$e#That's the trouble with living on the beach.	親愛的！一隻蟛蜞好似喺我嘅襯衫袋里安咗間。一隻蟛蜞好似喺我嘅襯衫袋里安咗間。 $l#$e#呢就係喺海皮慨，唔該。
487	Elliott	fall_Fri4	My legs are stiff from sitting at my writing desk all night.$s#$e#Sometimes I envy you, @.	我隻腳，因為成晚坐喺寫字台前而變得僵硬。 $s#$e#有時我羨慕你，@。
488	Elliott	fall_Fri	My legs are stiff from sitting at my writing desk all morning.$s	我隻腳，因為喺寫字台前坐咗一朝早而僵硬。 $s
489	Elliott	fall_Fri10	@, when you're around... I feel unusually creative.$l#$e#I know... strange, but it's true.	@，當你喺我身邊慨時候，。我覺得異常有創造力。 $l#$e#我知…好奇怪，但呢系真慨。
490	Elliott	fall_Sat	It gets windy this time of year. Marvelous!$h	明慨呢個時候都會有風。 妙不可言！ $h
491	Elliott	fall_Sun	I have to remember to water my plants today. And not with sea water this time!	我一定要記得今日畀我慨植物澆水。今次唔用海水喇！
492	Elliott	winter_Mon	You've come to visit me in the cold?#$e#I could do with a respite from my lonely labors.	你喺寒風中嚟探我？ #$e#我可以從我慨孤獨慨勞作中得到喘息。
493	Elliott	winter_Mon4	@, you've trudged through the snow to visit me?#$e#I'm honored!$h	@，你喺雪地度跋涉嚟探我？ #$e#我好榮幸！ $h
494	Elliott	winter_Tue	People have scraped a living off the sea for thousands of years.#$e#I just go to the grocery store.$s	幾千年嚟，啲人都靠海為生。 #$e#我只係去士多寶買嘢。$s
495	Elliott	winter_Tue10	@, I had a feeling that you would show up.#$e#Perhaps we're connected by an other-worldly thread.$l	@，我有一種感覺，你會出現。 #$e#或者我哋係由另一個世界慨線鏈接慨。 $l
496	Elliott	-winter_Wed	A day can never be boring when you follow the whims of your imagination.$u#$e#Sorry, am I babbling on about nonsense?	當你跟隨你想像力慨奇思妙想時，一日系唔會悶嘅。 $u#$e#對唔住，我唔係喺發噏風？
497	Elliott	winter_Thu	Breathe deeply. Do you notice it? That's the smell of the sea.#$e#How does it make you feel?	深呼吸。你留意佢呀？啖系大海慨味道。 #$e#佢畀你覺得點？
498	Elliott	winter_Thu6	Breathe deeply. Do you notice it? That's the smell of the sea.#$e#Whenever I smell the sea, it reminds me of my youth. The ocean really impressed me as a child.	透大氣。你留意佢呀？呢就係大海慨味道。 #$e#每當，我聞大海慨味道，佢就會令我諗起我青春。大海喺我細個嗰陣真係畀我留低咗深刻慨印象。
499	Elliott	winter_Fri	I have to brush my hair daily, or else it'll clump up into messy knots.#$e#It's a lot of work.#$e#I'm surprised I haven't just shaved it off in a fit of passion.$h#$e#I suppose I am too vain.	我一定要每日梳理我啲頭髮，如果唔係，佢就會結成垃圾#$e#呢系一個好大慨工作。 #$e#我好驚訝我冇喺激情中直接將佢鏟左。 $h#$e#我諗我太虛榮喇。
500	Elliott	winter_Sat	I've been doing little indoor exercises, since it's often too cold to go out.#$e#Sorry if it's a little humid in the cabin.$s	我一直都係做啲細慨室內運動，因為成日太凍而唔出。 #$e#對唔住，如果機艙入面有啲潮濕。$s
501	Elliott	winter_Sun	I really should scrub my floorboards today. I think an algae is starting to form.$s#$e#Do you make time for cleaning?	我今日真係應該擦洗嚇我地板。我想一種藻已經開始形成喇。 $s#$e#你有冇時間打掃？
776	Harvey	Introduction	It's a pleasure to meet you. I'm Harvey, the local doctor.#$e#I perform regular check-ups and medical procedures for all the residents of Pelican Town. It's rewarding work.#$e#I hope you'll find your own work equally rewarding, in time.$h	好開心見到你。我係哈維，翻慨醫生。 #$e#我為鵜鶘鎮慨所有居民進行定期檢查同醫療程式。呢個系一個有意義架。慨工作。#$e#我希望你會發現你自己慨工作都同樣有意義架。$h
777	Harvey	Resort_Entering	Sunscreen? Check...#$b#Sun hat? Check...	防曬霜？帶咗……#$b#太陽帽？帶咗……
778	Harvey	Resort_Leaving	If you get burnt, a little aloe vera cream might help soothe the skin.	如果你曬傷，有蘆薈霜有助於舒緩皮膚。
779	Harvey	Resort_Shore	I combed the whole beach for glass. We wouldn't want anyone to get a cut on their foot!	我清理咗成個沙灘上玻璃。我哋唔希望有人喺腳上畀割傷！
780	Harvey	Resort_Chair	It's nice to have an opportunity to relax now and then.#$b#The trouble is actually letting go of your worries...$s	間中有機會放鬆下係好好慨。 #$b#麻煩慨系真正放低你擔心……$s
781	Harvey	Resort_Bar	It's important to stay hydrated in this heat. I'm going to ask Gus if he has any coconut water!$h	喺咁熱慨天氣入面，保持水分係好重要慨。我去問格斯，佢有無椰子水！$h
782	Harvey	Resort	I'll let you in on a little secret... I can only swim with floaties.$s	我話畀你聽一個細秘密……。我唯有用漂浮物游水，$s
783	Harvey	danceRejection	Oh! I'm sorry... I, er... have plans to ask someone else.$s	哦！對唔住……我，呃……有計劃。我，呃……有計劃要問人。$s
784	Harvey	divorced	I... I can't look at you. Please spare me any more pain.$s	I…我唔睇住你。唔該唔好再畀我痛苦。$s
785	Harvey	breakUp	...Y...You...?$s#$b#*gulp*... I... I think I'm going to be sick...$s	…你…$s#$b#*gulp*……I…我諗我要病啦……$s
786	Harvey	dumped_Guys	I'm busy with my work. I can't speak to you.$s	我慨工作好忙。我唔同你講野。 $s
787	Harvey	secondChance_Guys	I want you back in my life, @. I'm willing to forget what happened.$s	我希望你返我慨生活中，@。我都唔記得所發生慨事。 $s
788	Harvey	Mon	We sell a few over-the-counter medicines at the clinic... feel free to stop by if you're feeling exhausted.#$b#I know that being a farmer is pretty tiring work... don't overdo it!	我哋喺診所出售啲非處方藥……如果你覺得疲憊，隨時嚟睇睇。 #$b#我知當農民系相當攰慨工作……唔好濟勞累！
789	Harvey	Mon2	I feel responsible for the health of this whole community... it's kind of stressful.#$e#It's a pretty small community, and I'm fortunate to be able to build a good relationship with my patients.	我覺得自己對成議員慨健康負有責任……呢系種壓力。 #$e#呢系一個相當小議員，我好好彩可以同我慨病人建立良好慨關係。
790	Harvey	Mon6	I'd like to stay in Stardew Valley for a while. I'm finally starting to feel involved in the community.#$e#It feels good to know that you're useful.	我想喺星雲谷對上一段時間。我終於開始覺得自己共到議員中嚟嘞。 #$e#知道自己係有用慨，感覺好好。
791	Harvey	Mon10	Oh! Hi, @.$l#$e#Do you... have any medical questions?$l	哦！你好，@.$l#$e#你，有咩醫療問題呀？ $l
792	Harvey	Tue	Feel free to stop by my office if you're ever feeling ill.#$e#You're young, though. You'll probably stay healthy without trying.$h	如果你覺得唔舒服，請隨時嚟我辦公室嚟。 #$e#你仲後生，不過。你可能唔使努力就可以保持健康。$h
793	Harvey	Tue8	Don't overwork yourself, @. Doctor's orders!#$e#Your health is important to me.$l	唔好俾自己濟勞累，@。醫生慨說話！ #$e#你慨健康對我好重要。 $l
794	Harvey	Wed4	I'd like to get to know you better, @. Let's put aside our doctor-patient relationship.	我想更加好地瞭解你，@。我哋將我哋慨醫生同病人慨關係，擺喺一邊。
795	Harvey	Wed6	It's nice to have a friend in town.$h	有個朋友喺城裡真係好。$h
796	Harvey	Wed8	You have a really healthy glow. That's good.$h	你有一種非常之健康慨光澤。好好。$h
797	Harvey	Wed	Remember to cover your mouth when you sneeze.#$e#Then make sure to wash your hands.	打赫痴時記得揞住嘴。 #$e#然後一定要洗手。
798	Harvey	Thu8	It's a lot of work, being a doctor. I don't eat as well as I should.$s#$e#If I didn't live alone I think it would be easier.$l	作為一個醫生，呢系一個好大慨工作。我食得冇咁好。 $s#$e#如果我唔係一個人住，我想就會比較容易。$l
799	Harvey	Thu	Nutrition is important, so make sure and eat well. Try to increase your vegetable intake!#$e#Home-cooked meals are best. Do you cook?	營養好重要，所以要確保並吃好。盡量增加菜慨攝入量！ #$e#家庭烹飪啲飯餸系最好慨。你識煮飯啊？
800	Harvey	Fri	It's a beautiful day, isn't it?#$e#I wish I had less work to do.$s	呢個系一個好靚慨日子，唔係咩？ #$e#我希望我有更少慨嘢要做.$s
801	Harvey	Fri4	If you want to hang out in my apartment, that's okay with me. I live above the clinic.	如果你想喺我慨公寓度玩，我都冇意見。我住診所慨樓上。
802	Harvey	Fri10	Stop by my place if you ever need a confidential check-up.$l	如果你要個秘密慨檢查，唔該去我度。$l
803	Harvey	Sat	Can I do anything for you?#$e#Take care.	我可唔可以幫你做啲咩呀？#$e#保重。
804	Harvey	Sat4	I came here because I liked the small-town atmosphere, and the potential for a holistic approach to patient care.#$e#I've grown to really love it.$h	我嚟到呢度係因為我鍾意呢度慨小鎮氛圍，與及對病人進行整體護理慨潛質。#$e#我真係好鍾意。$h
805	Harvey	Sat8	*Sigh*... I'm starting to feel kind of old...#$e#The older you get the more memories you're burdened with. It can be overwhelming.$s#$e#I think I'll stay younger with you around.$l	*嚡嚡聲*…我開始覺得自己有D老喇……#$e#你越老，你所承擔慨嘢就多。佢可以系壓倒性慨。 $s#$e#我想有你喺身邊，我會保持後生。.$l
806	Harvey	Sun	Hmm... I'm struggling to make ends meet. I don't have enough patients.#$e#I guess I should try to get patients from the neighboring towns...	嗯…我喺度為生計而掙扎。我冇緊要慨病人。 #$e#我諗我應該嘗試喺隔籬慨城鎮獲得病人。
807	Harvey	Sun6	Imagine having a patient's life completely in your hands, and failing to keep them alive... that's something that will haunt you forever.$s	想像一下，病人生命完全掌握你手，而你就唔可以保住佢哋慨性命……咁系會永遠困擾你慨嘢。 $s
808	Harvey	event_george1	Thanks, @.$h#$b#You see, George, I'm just trying to help you.	多謝，@.$h#$b#你睇，阿George，我只係想幫助你。
809	Harvey	event_george2	*Sigh*$s#$b#Look, George. If you want to behave like this I'm going to have to tell your wife. I don't think she'll be happy.	*嘆息*$s#$b#聽著，George。如果你想這樣做，我就到告訴你的妻子。我唔認為佢會開心。
810	Harvey	event_aerobics1	Thanks, @. I appreciate that.$h	多謝，@。我好感激。 $h
811	Harvey	event_aerobics2	*Sigh*... rude.$s	*嘆息*...... 無禮貌。 $s
812	Harvey	event_heart1	Oh! Hospitals make you nervous, huh?#$b#Just try and relax. I'm here to help.$h	哦！醫院搞到你緊張，嗯？ #$b#只要試著放鬆。我係嚟幫手慨。 $h
813	Harvey	event_heart2	Okay. That makes sense.	好. 這幾有道理。
814	Harvey	event_heart3	Um. Okay... If you say so.$s	嗯 。好囉... 如果你咁講慨話。 $s
815	Harvey	event_grave1	...You're right.#$b#...Thanks.	... 你係啱慨. #$b#... 多謝.
816	Harvey	event_grave2	*sigh*$s	*嘆氣*$s
817	Harvey	summer_Mon	It's okay to get a moderate amount of sunlight. Just don't get burnt.#$e#Okay. Take care! Stay healthy.	接受適度的陽光照射係可以慨。只係唔好畀曬傷。 #$e#好啦。照顧好自己！保持健康。
818	Harvey	summer_Thu	Exercise is important, but don't get too exhausted, or you might end up at my clinic!#$e#Make sure and listen to your body.	鍛煉好緊要，但唔好太攰啦，否則你可能會喺我慨診所結束！ #$e#確保並傾聽你的身體。
819	Harvey	summer_Fri	People don't get sick much during the summer. That's nice, but it also means less business for me.	啲人喺夏天唔係幾病。幾好，但也意味著我慨生意少咗。
820	Harvey	fall_Fri	Have you been going into the mines, @?#$e#It's a dangerous place. I recommend against it.	你有冇進入礦區，@？ #$e#系個危險慨地方。我建議唔好去。
821	Harvey	fall_Sat	When you eat certain foods you'll perform better.#$e#Eating a 'Farmer's Brunch' will give you the nutrition you need to water and harvest crops better!	當你食某些食物時，你會表現得更好慨。 #$e#吃“農民的早午餐”會給你帶來所需的營養，令你更好地澆灌和收割莊稼！
822	Harvey	winter_Wed	It's flu season, so you'd better be extra careful.#$e#Make sure to wash your hands often.	而家系流感季節，所以你最好特別小心。 #$e#確保經常洗手。
823	Harvey	winter_Sun	I hate to say this, but I do make a lot more money during flu season.#$e#I guess if people stopped getting sick, I'd be out of business.#$e#Don't get the wrong idea! I want people to be healthy... really	我唔想咁講，但我確實喺流感季節賺咗好多錢。 #$e#我想如果啲人唔再病，我就冇生意咗。 #$e#唔好有錯誤慨諗法！我希望人們能夠健康... 真慨
1419	Sam	Introduction	Hey, I'm Sam. Good to meet you.$h	嘿，我係Sam。見到你好開心. $h
1420	Sam	Resort_Entering	Wow, what a spot!	哇，真是個好地方！
1421	Sam	Resort	I bet there's some cool stuff deeper on the island.#$e#Willy said we have to stay here, though... some kind of liability issues or something.$s	我打賭喺島慨深處有啲好酷慨嘢。 #$e#Willy說我們必須呆在這裡，雖然...... 某種責任問題或乜嘢。$s
1422	Sam	Resort_Leaving	I'm feeling pretty good from all the sunlight.$h	我在陽光下感覺好好。$h
1423	Sam	Resort_Shore	Check out these gnarly waves... Guess what? I'm gonna save up for a surfboard.	睇下呢啲可怕慨海浪...。你估發生咗乜嘢? 我想話儲錢買一塊衝浪板。
1424	Sam	Resort_Towel	%Sam is playing a jazzy tune on his guitar.	%Sam用緊佢慨結佢彈奏一首爵士樂曲。
1425	Sam	Resort_Towel_2	Maybe I should learn to play the ukelele.#$e#Abby on the congas and Sebastian on the steel drums... 'The Pelicans of Paradise'...$s#$e#What's the matter, you look worried.$h	或者我應該學習彈奏Ukelele。 #$e#Abby系打congas，Sebastian系打鋼鼓... "The Pelicans of Paradise"...$s#$e#W咩事，你好愁咁.$h
1426	Sam	Resort_Bar	I'm just getting juiced up, then it's back to the beach.	我只係喺補充能量，然後就回沙灘咗。
1427	Sam	danceRejection	Hmm... I dunno. Maybe next year.$s	嗯 ... 我唔知. 也許明年啦！ $s
1428	Sam	dumped_Guys	...$a	...$a
1429	Sam	secondChance_Guys	Alright, I'm done with the cold shoulder act. Let's just forget about what happened.$7	好啦，我有受夠冷眼旁觀慨行為。畀我哋忘掉所發生慨一切啦！ $7
1430	Sam	breakUp	Wait... what?!$8#$b#I thought we were doing okay... I guess I was way off... alright, then.$9#$b#Yeah, sure... we can still be friends.$9	等陣...... 咩話? $8#$b#我以為我哋做得好好...... 我想我偏離啦方向。 我想我偏離啦...... 好啦，咁。$9#$b#是的，當然...... 我哋仍然可以成為朋友。.$9
1431	Sam	divorced	I'm sorry, @. I don't think I can still be your friend.$s	我好抱歉，@。我唔認為我仲可以做你慨朋友。 $s
1432	Sam	Mon2	Hey, how's it going?#$e#Last night I practiced guitar for 4 hours straight. My fingers hurt like crazy.$s#$e#Bye, I've got something to do...	嘿，咩環境呀？ #$e#昨天晚上我連續練咗4個小時慨結佢。我的手指痛到死。 $s#$e#拜拜，我還有事要做......
1433	Sam	Mon	Hey, farmer.	嘿，農夫。
1434	Sam	Mon8	I'll tell you a secret... my name 'Sam' is short for 'Samson'.$10#$e#Most people don't know that so keep it on mute.	我告訴你一個秘密...... 我慨名Sam系'Samson'慨簡稱。$10#$e#大多數人都唔知，所以保持靜音。
1435	Sam	Tue	Oh, hi! It's good to see you again.#$e#Take it easy.	哦，你好！好開心又見到你。好開心又見到你。 #$e#別緊張。
1436	Sam	Tue4	Hi, @. Do you want to hang out or something?#$e#Sleeping feels nice but sometimes I wish I could skip it... it's just such a time-waster.	嗨，@。你想出去玩玩嗎？ #$e#睡覺的感覺幾好，但有時我希望我能飛佢...... 佢只是這樣一個時間浪費者。
1437	Sam	Wed	I'm trying to come up with a new song for my band, but I'm blanking...#$q 19/20 Wed_old#Hey.. What do you think my new song should be about?#$r 20 30 Wed_20#Farming, mining, and chopping wood.#$r 8820 30 Wed_20#A city in the sea.#$r 8821 30 Wed_20#Trains.#$r 19 -50 Wed_19#Choose anything. It'll still be a horrible song.	我想為我的樂隊想出一首新歌，但我腦子裡一片空白......#$q 19/20 Wed_old#Hey. 你覺得我慨新歌應該系乜嘢？ #$r 20 30 Wed_20#農耕同砍木#$r 8820 30 Wed_20#城市之海#$r 8821 30 Wed_20#火車。#$r 19 -50 Wed_19#隨便揀。仍然會系一首可怕慨歌。
1438	Sam	Wed_old	$p 19#But I already know what you think about it.$a|Thanks to your help I'm already done with the lyrics!$h	$p 19#但我有知道你對佢的看法。 $a|感謝你慨幫助，我有寫好歌詞！ $h
1439	Sam	Wed_19	Hey, man... what the heck is your problem? Sorry I asked.$a	嘿，伙計... 你到底有咩問題？對唔住，我問咗。 $a
1440	Sam	Wed_20	Hey, you know what? That sounds perfect. Thanks!$h	嘿，你知唔知 聽起嚟好完美。多謝! $h
1441	Sam	Wed6	I've been friends with Sebastian for a while. He's a pretty cool guy.#$e#If you two weren't around I wouldn't really have any friends in town.	我同Sebastian做朋友有一段時間啦。佢係個好酷慨傢伙。 #$e#如果你哋兩個不在身邊，我喺城裡就真係冇任何朋友咗。
1442	Sam	Wed10	Hey buddy. You look like you're full of energy today!^@. Um... I just wanted to say... You look nice today.$10	嘿，伙計。你今日睇嚟充滿咗活力！ ^@。嗯...... 我只係想講......。你今日睇嚟唔錯。$10
1443	Sam	Thu6_1	I think my Dad might be coming back in a year or so.#$e#I guess you might be able to meet him, then. If you're still living here.#$e#You wouldn't abandon the farm after putting so much effort into it!	我諗我阿爸可能會喺一年度慨時間，企返嚟。 #$e#我想你可能會見到佢，然後。如果你仲住喺呢度慨嘢。 #$e#你唔會喺投入咁多力後放棄農場啲！
1444	Sam	Thu6_2	...I have mixed feelings about my father being back. He seems strange.$s#$b#But I guess I haven't seen him in 3 years... so that could explain it.	……我對我阿爸返嚟有復雜慨感覺。佢好似好怪。 $s#$b#，但我諗我已經三年冇見過咗，所以呢可以解釋。
1445	Sam	Thu_3	*sigh*... what am I still doing here?	*嚡嚡聲*……我重喺度做緊咩？
1446	Sam	Thu	The clouds look great this time of year, don't they?#$e#Like scoops of vanilla ice cream floating on blue raspberry sauce... Or maybe I'm just hungry.	呢個季節慨雲好似好好，唔係咩？ #$e#好似一匙羹匙羹漂浮喺藍色勒士啤梨醬料上慨香草雪糕……或者，或者我只係肚餓啦。
1447	Sam	Thu2	My Dad is a soldier, fighting against the Gotoro Empire. That's why he's not here...#$e#He'll come back someday.#$e#...I've heard some terrible things about the Gotoro Empire...$s	我爸爸系軍人，而家與哥特羅帝國作戰。呢就係，點解佢唔喺度……#$e#佢總有一日會返嚟慨。 #$e#……我聽咗一啲介紹御道夫帝國慨可怕嘢……$s
1448	Sam	Thu_2	Well, my Dad is back. Have you met him?#$b#I'm just glad he's okay.	哇，我阿爸返嚟啦。你見過佢咩？ #$b#我只係好開心佢冇事。
1449	Sam	Thu2_2	Well, my Dad is back. Have you met him?#$b#I'm just glad he's okay.	哇，我阿爸返啦。你見過佢咩？ #$b#我好開心佢冇事。
1450	Sam	Fri	Did I ever tell you we used to live in the city?#$e#There's a lot more stuff going on, but it's also kinda noisy and hectic... It's hard to say which is better.	我有無話過你，我哋以前喺城裡？ #$e#邊有多啲慨嘢，但都有啲嘈同頻撲……好難講邊個更好。
1451	Sam	Fri4	Dad used to work as a garbage man in the city.#$e#You don't even want to know some of the things he found in people's trash.	爸爸曾經喺城裡做過垃圾工。#$e#你甚至唔想知佢喺啲人慨垃圾中發現慨一啲嘢。
1452	Sam	Fri10	The older I get the more attached I feel to the valley.#$b#Although I could be biased... for a certain reason.$10#$e#So, how are you doing today?$h	我細越大，對山卡罅慨感情就越深。 #$b#即管我可能有偏見－－因為某種羅。 $10#$e#咁，你今日過得點啊？$h
1453	Sam	Sat4	Oh! I just remembered I'm supposed to call my Grandma. Okay, I'm going to put this rubber band on my wrist so I don't forget.#$e#I have to make little reminders for myself or else I'll totally forget to do things.$h	哦！我啱啱諗起我應該畀我阿嫲打電話。好啦，我要將呢個膠箍套喺手腕上，啖我就唔會忘記咗。 #$e#我一定要為自己做啲小提醒，如果唔係，我就完全唔記得做野。$h
1454	Sam	Sat	Hmm. I just remembered that I was meaning to do something... But I forgot.#$e#This happens to me all the time.	嗯。我啱啱諗起，我本來想做一件事……但我唔記得#$e#我成日都係咁。
1455	Sam	Sun8	Sometimes I wonder if my mother is actually happy with her life...$s#$e#I asked her once and got the feeling she was hiding some inner pain.	有時我想知道我母親是否真的對佢的生活感到滿意......$s#$e#我問過佢一次，感覺佢隱藏啦一些內心的痛苦。
1456	Sam	Sun	Oh, it's a nice day... isn't it?	哦，今日天氣唔錯...... 唔係咩?
1457	Sam	10	Did you watch the game last night?#$b#Or wait, do you even have a TV set...?	你昨晚睇比賽啦嗎？ #$b#或者等等，你甚至有部電視機......？
1458	Sam	14	Ugh, I stepped in something gross earlier... and I just bought these shoes.$s	骗，我頭先踩到啦一些核突嘅嘢...... 而我啱啱買咗呢对鞋。 $s
1459	Sam	spring_21	Sometimes those spring petals that float around make my nose drip.$s#$e#I like summer best, myself.	有時，嗰啲飘嚟飘去嘅春天嘅花瓣畀我嘅鼻子滴水。 $s#$e#我自己最鍾意夏天。
1460	Sam	Event_band1	Hey, you know what? That's exactly the kind of style I've been thinking about... for the band.	嘿，你知唔知 這正是我一直在考慮的...... 樂隊嗰種風格。
1461	Sam	Event_band2	Hey, you know what? That's exactly the kind of style I've been thinking about... for the band.	嘿，你知唔知 正是我一直在考慮嘅...... 樂隊嘅風格。
1462	Sam	Event_band3	Hey, you know what? That's exactly the kind of style I've been thinking about... for the band.	嘿，你知唔知呢個正是我一直幫樂隊考慮嘅風格...... 。
1463	Sam	Event_band4	Hey, you know what? That's exactly the kind of style I've been thinking about... for the band.	嘿，你知唔知呢個正是我一直幫樂隊考慮嘅風格...... 。
1464	Sam	event_room1	Oh, I see.	哦，我明白。
1465	Sam	spring_12	My little brother gets so excited for festivals. He's been talking about tomorrow's egg hunt all day.	我嘅细佬對節日感到非常興奮。 佢成日都喺談論聽日嘅彩蛋活動。
1466	Sam	spring_23	Why couldn't the flower dance be today so I could get work off?$s	點解花舞唔可以喺今日舉行，這樣我就可以放工啦？$s
1467	Sam	winter_7	One time, Gus fell in the river during the Ice Festival. We had to build a huge fire in the saloon to dry him out.#$e#We were all worried we'd never taste his famous spaghetti ever again.	有一次，古斯喺氷雪節期間掉進啦河裏。 我哋不得不喺酒館度生起大火，把佢烤乾。 #$e#我哋都擔心再也嘗不到佢著名嘅意大利麵。
1468	Sam	fall_26	Tonight, after everyone is asleep, that weird old man who lives in the woods will set up the haunted maze. He always makes sure no one is around to see him working.	今晚，在所有人都睡著後，那個住在樹林裡的怪老頭會佈置鬧鬼的迷宮。 佢成日確保周圍冇人睇到佢工作。
1469	Sam	summer_10	I don't have to work tomorrow! I've never been so happy.$h	我聽日唔使工作啦！ 我從來冇咁開心過。$h
1470	Sam	winter_24	The Feast of the Winter Star is supposed to be a time to show gratitude for all the good things in life.#$b#Me? I'm mostly interested in the food. Hehe.$h	冬星節應該係對生活中所有美好事物表示感謝嘅時候。 #$b#我？ 我主要對食物感興趣。哈哈。$h
1471	Sam	event_room2	Yeah... That's what happened!	係呀... 就係咁回事兒！
1472	Sam	event_snack1	He's right... That's what happened.$s^She's right... that's what happened.$s	佢係啱嘅... 就係所發生嘅事情。 $s^佢是對的...... 就係所發生嘅事情。$s
1473	Sam	event_snack2	Yeah... That's what happened!	係... 就係所發生嘅事情！
1474	Sam	event_snack3	What!? He's lying!$a^What!? She's lying!$a	咩話!? 佢喺講大話！ $a^乜嘢！？ 佢在講大話！ $a
1475	Sam	summer_Mon2	Hey, how's it going?#$e#I'm hungry.#$e#See you later.	嘿，咩環境呀？ #$e#我餓啦。 #$e#待陣見。
1476	Sam	summer_Mon6	Have you been to the desert yet?#$e#You can find some interesting things there. Dad took me a couple times when I was younger.	你去過沙漠啦嗎？ #$e#你可以喺嗰度搵到啲有趣嘅嘢。 我後生嘅時候，爸爸帶我去過幾次。
1477	Sam	summer_Mon	There's a little less pollen in the summer... my nose is really happy.	夏天的花粉少一點...... 我的鼻子真係好開心。
1478	Sam	summer_Tue	Oh, hi! It's good to see you again.#$e#Goodbye for now.	哦，你好！ 你係邊個? 好开心又見到你。 #$e#暫時告別。
1479	Sam	summer_Tue4	Hi, @. Do you want to hang out or something?#$e#I'm so energized during summer I hardly have to sleep!	嗨，@。 你想出去玩玩嗎？ #$e#我在夏天精力充沛，幾乎不用睡覺！
1480	Sam	summer_Wed	Hi. Taking the day off?#$e#Sounds interesting.	嗨，請假啦？ #$e#聽起嚟好有趣。
1481	Sam	summer_Wed2	I saw a spider on my ceiling last night. They sure like the warmth.#$e#I hope he didn't crawl into my mouth while I was asleep...$s	我昨天夜晚喺我嘅天花板上看到一隻蜘蛛。 佢哋肯定喜歡温暖。 #$e#我希望佢冇喺我瞓覺時爬進我的嘴裏...$s
1482	Sam	summer_Thu	Dad was telling me about our national enemy, the Gotoro Empire... They sound like a ruthless bunch.	爸爸告訴我關於我們嘅國家敵人，Gotoro帝國...。 佢哋聽起嚟係一群無情嘅人。
1483	Sam	summer_Thu6_1	Sometimes I can hear my Dad pacing down the hallway at night.$s#$b#...But he won't tell us what's troubling him.	有時我可以聽到爸爸夜晚喺走廊上踱步。 $s#$b#...... 但佢唔會話畀我哋有咩事困擾住佢。
1484	Sam	summer_Fri	You know... I used to live in the city and I have to admit, this place is much nicer in the summer.$h#$e#The city is so hot with all that concrete.	你知... 我以前住喺城里，我不得不承認，呢個地方喺夏天要好得多。 $h#$e#城市入面嘅混凝土太熱啦。
