OID	File	Portion	English	廣東話口語（Colloquial Cantonese）v1028
529	Emily	Wed8	Hi, @.$u#$e#I always knew we'd become close like this...	嗨，@.$u#$e#我一直知道我們會變得像這樣親密......
530	Emily	Thu	I hope you're farming in a sustainable way. The valley's ecosystem is fragile!#$e#How do I know? I have a strong gut-feeling!	我希望你以可持續的方式耕作。山谷的生態系統是脆弱的！ #$e#我怎麼知道？我有一種強烈的直覺!
531	Emily	Thu4	Sometimes the flowers speak to me... each one has a different story to tell!	有時花兒對我說話......每一朵花都有不同的故事!
532	Emily	Fri	Ah, spring. The season of pastels. I actually prefer jewel tones, myself.#$b#Oh, excuse me! I was mumbling about fashion again, wasn't I?	啊，春天。粉彩的季節。其實我自己更喜歡寶石色。 #$b#哦，對不起！我又在嘀咕時尚。我又在嘀咕時尚了，不是嗎？
533	Emily	Sat	I like making my own clothes, but it's not easy to get cloth.#$e#And it's such a long trip to the city.	我喜歡自己做衣服，但要弄到布並不容易。 #$e#而且去城市要走這麼遠的路。
534	Emily	Sat6	Do you ever think about the texture of fabric, @? Each texture has a distinct personality... feel my dress... see?	你有沒有想過布料的質地，@？每種質地都有獨特的個性，摸摸我的衣服，看到了嗎？
535	Emily	Sun	Hi @!#$e#Do you raise sheep in your barn? You can turn their wool into beautiful bolts of cloth!#$e#You'll need a loom, though. You can make them yourself if you know the crafting recipe.	嗨@！ #$e#你在你的穀倉裡養羊嗎？你可以把它們的羊毛變成漂亮的布疋！ #$e#不過你需要一個織布機。如果你知道工藝配方，你可以自己製作。
536	Emily	Sun4	This house was left in our care by my parents. They've been traveling the world for the last two years.#$e#We have no idea when they'll be back.#$e#I enjoy living here, though. It's a beautiful area and the town is nice.	這所房子是我父母留給我們照看的。他們在過去的兩年裡一直在環遊世界。 #$e#我們不知道他們什麼時候會回來。 #$e#我喜歡住在這裡，雖然。這是一個美麗的地區，小鎮也很好。
537	Emily	event_dance1	Thank you!	謝謝你!
538	Emily	event_dance2	Um... Okay. Sorry you didn't like it. I guess those three years of practice were a complete waste...$s	嗯......好吧，抱歉你不喜歡這裡。我想那三年的練習完全是一種浪費......$s
539	Emily	event_dance3	Did you really think so? That's exactly the effect I was shooting for!$h#$b#I'm so glad you liked it.	你真的這麼認為嗎？這正是我拍攝的效果！ $h#$b#我很高興你喜歡它。
540	Emily	summer_Mon	Haley is a picky eater. It's so hard to cook for her.	海利是個挑剔的吃貨。為她做飯太難了。
541	Emily	summer_Mon4	Eating healthy is very important to me. I want to live a long and active life.	飲食健康對我來說非常重要。我想活得長壽和活躍。
542	Emily	summer_Mon_inlaw_Haley	Haley and I get along much better now that she's moved out. I look forward to her visits!	Haley和我現在相處得好多了，她已經搬出去了。我期待著她的來訪!
543	Emily	summer_Tue	Hello there, @.#$e#I feel lazy today.$u	你好，@.#$e#我今天感覺很懶。$u
544	Emily	summer_Tue6	I feel bad for Linus. People judge him, but he's just living a different lifestyle.$u#$e#I wish everyone could learn to be accepting of others.	我為Linus感到難過。人們評判他，但他只是過著不同的生活方式。 $u#$e#我希望每個人都能學會接受別人。
545	Emily	summer_Sun6	Hi, @! We've become decent friends, haven't we?$h#$e#That's fine with me. You're a cool guy.^I'm glad.$h	嗨，@！我們已經成為體面的朋友，不是嗎？ $h#$e#這對我來說很好。你是一個很酷的人。 ^我很高興。 $h
546	Emily	summer_Sun8	Hi, @! We've become decent friends, haven't we?$h#$e#This may sound weird, but I've always been certain this would happen.	嗨，@！我地已經成為好好睇睇慨朋友，唔係咩？ $h#$e#呢可能聽落好奇怪，但我一直確信會發生呢種情況。
547	Emily	summer_Wed	It doesn't rain much in summer, does it?#$e#That just means more watering work for you, huh?#$e#Or do you enjoy the sunny weather?	夏天唔點落雨，系未啊？ #$e#呢只係意味住你要做多啲慨澆水做嘢，哇？ #$e#定你鍾意陽光明媚慨天氣？
548	Emily	summer_Thu	I consider the bees and butterflies to be my special friends!	我認為蜜蜂同蝴蝶系我特殊慨朋友！如果我唔係咁忙慨話，我就會將佢哋可以當系我慨朋友。
549	Emily	summer_Fri	If I wasn't so busy I'd come help you on the farm!#$e#But Gus would be upset if I had another job...$s	如果我得閒，我會去農場幫助你！ #$e#，但係如果我有另一份工，Gus會唔開心慨……$s
550	Emily	summer_Fri6	You know, I'm sure Gus would understand if I wanted to leave the Saloon someday.#$b#There's so much out there, I can't stay a barmaid forever.$u	你知唔知，如果有一日我想離開酒館，我相信古斯會理解慨。 #$b#出便有好多嘢，我唔可能永遠當酒吧女郎。$u
551	Emily	summer_Sat	Don't overwork yourself or you might end up in Harvey's clinic!	唔好濟勞累，如果唔係，你可能會喺哈維慨診所度搞掂！
552	Emily	summer_Sun	Hi @!	你好@！
553	Emily	summer_Sun4	It's around this time of year that my good friends visit the region... I mean the parrots!	明慨呢個時候，我好朋友都會喺呢一區嚟……。我係話鸚鵡們！
554	Emily	fall_1	Well, fall is here. Time to plant some new crops, huh?	哇，秋天嚟嘞。係時候種植啲新慨作物，哇？
555	Emily	fall_Mon	It's good weather for a picnic, isn't it?	呢個系一個啱野餐慨天氣，唔係咩？
556	Emily	fall_Mon8	If I didn't have to work I'd suggest we go on a nice picnic!	如果我唔使做慨話，我建議我哋去做一次好靚慨野餐！
557	Emily	fall_Tue	Hello. Did you have a good summer?	你好。你有一個大好慨夏天嗎？
558	Emily	fall_Tue4	Hi @! I bet your farm did great this past summer, huh?#$e#You're an excellent farmer.$h	你好@！我打賭你個農場喺過去慨夏天做得好好，哇？ #$e#你係一個優秀慨農民。$h
559	Emily	fall_Wed	My friend runs a shop in the desert. If you ever go there stop in and say hi for me.#$e#I think she sells some rare products.	我朋友喺沙漠中經營一間舖頭。如果你去果度，請停落嚟，幫我問好。 #$e#我想佢賣慨系一啲稀有產品。
560	Emily	fall_Thu	Are you friends with Clint? He's a nice guy, if you get to know him.#$e#He gets lonely working in his shop all day. But he's so shy he has trouble making new friends.	你同克林特系朋友呀？佢係個好人，如果你了解佢慨話。 #$e#佢成日喺佢店裡做嘢會好孤獨。但佢好怕醜，好難交到新朋友。
561	Emily	fall_Thu8	I think Clint's mad at me. He never looks at me anymore...$u#$e#I always thought we were friends.$u	我覺得克林特對我好嬲。佢以後都唔睇我……$u#$e#我一路以為我哋系朋友。$u
562	Emily	fall_Fri	Another beautiful fall day.#$e#It's a pity it'll soon be over.	又係一個好靚慨秋日。 #$e#可惜佢好快就會搞掂。
563	Emily	fall_Fri6	Smell that clean air? It's lovely, isn't it?#$b#I just fear that the Joja Co.'s of the world will take this away from us.$u	聞到咁清潔慨空氣呀？佢好得意，唔係咩？ #$b#我只係擔心世界上慨Joja Co.會將呢一切從我哋身邊外賣。$u
564	Emily	fall_Sat	Keep your mind open and some interesting things might take root.#$e#Anyway, how is your day going?	保持你思想開放，啲有趣慨嘢可能會生根發芽。 #$e#你今日過得點啊？
565	Emily	fall_Sat6	I don't have any huge plans for life. I prefer not to stress about the future.	我對生活冇任何墟冚冚慨計劃。我寧願唔啱未來有壓力。
566	Emily	fall_Sun	Nothing like a sunny sunday to lift the spirits!	冇咩過個陽光明媚慨星期日更畀人精神振奮慨！
567	Emily	fall_Sun6	There's so many invisible barriers holding us back. Why can't people learn to let go and celebrate freedom?#$e#Me? Well, you know what they say... 'You can't cage a wild Junimo'.	有咁多無形慨阻滯阻滯住我哋。點解啲人唔學識放手同慶祝自由呢？#$e#你知道佢哋講乜……“你唔籠絡一個野生慨朱尼莫”。
568	Emily	fall_Sun10	You're such a nice person, @! Thanks for being my friend.$h	你真係好人，@！多謝你做我慨朋友。$h
569	Emily	winter_Mon	Be careful an icicle doesn't fall on your head!	因住畀冰柱落喺你個頭上！
570	Emily	winter_Mon10	Be careful an icicle doesn't fall on your head! I wouldn't want you to get hurt!	因住畀冰柱落喺你個頭上！我唔想畀你受咗傷！
571	Emily	winter_Tue	Oh, hello @!$h#$e#You must be getting very good at farming by now, huh?	哦，你好@！ $h#$e#你而家一定已經好會種地啦，系嘛？
572	Emily	winter_Tue2	I bet you're an excellent farmer by now!	我打賭你而家已經系一個優秀慨農夫喇！
573	Emily	winter_Tue4	I think my hair is frozen solid...$s	我諗我啲頭髮已經凍到實$s……
574	Emily	winter_Wed	Haley and I aren't made for such a big house. It's a hassle to keep it clean.#$e#Ah well. I really shouldn't be complaining.#$e#Your farmhouse seems nice and cozy.$h	Haley同我唔係好啱住咁大屋。要保持佢慨清潔係好麻煩慨。#$e#我真係唔應該怨。 #$e#你農舍睇落唔錯，好安樂。$h
575	Emily	winter_Thu	It must be so cold for the poor fish.$s#$e#I wonder if any fish hibernate? Maybe I should ask Demetrius.	呢對可憐慨魚嚟講一定好凍。 $s#$e#我想知係咪有魚會冬眠？或者我應該問德米特里厄斯。
576	Emily	winter_Fri	If I wasn't so busy I'd help you dig around in that cave by the lake.#$e#I bet there are some powerful crystals inside there.	如果我唔係咁忙慨話，我會幫你喺湖邊慨山窿入便挖一掘。#$e#我打賭裡面有一些強大的水晶。
577	Emily	winter_Sat	Do you know how to cook 'Bean Hotpot'?#$e#I like that dish quite a bit.$h%revealtasteEmily207#$e#It's hard to get fresh ingredients in the winter, huh?	你識唔識做'豆打甂爐' 呀？ #$e#我幾鍾意嗰道菜。 $h%revealtasteEmily207#$e#喺冬天好難得到新鮮資料，哇？
578	Emily	winter_Sun	Hi!#$e#...Yes?	你好！#$e#，系未啊？
579	Emily	winter_Sun6	My sister and I might fight sometimes, but I would really miss her if she left.#$e#I think she'll become a very nice young lady some day... Don't tell her I said that.$h#$e#So, is there anything you want to talk about?	我阿妹同我有時可能會嗌交，但係如果佢走，我真係會好掛住佢。 #$e#我想佢有一天會成為一個好好慨後生女士……唔好話畀佢知我咁講。 $h#$e#咁，你有咩想講慨咩？
580	Emily	winter_Sun6_inlaw_Haley	Say hi to my sister for me! And remind her to visit me tomorrow.	幫我向我阿妹問好！並提醒佢聽日嚟探下我。
670	Haley	Introduction	Oh... you're that new farmer boy, aren't you?^Oh... You're that new farmer girl, or whatever. Aren't you?#$e#Huh? Oh... I'm Haley.#$e#Hmm... If it weren't for those horrendous clothes you might actually be cute.^Hmm... If it weren't for those horrendous clothes you might actually be pretty... Actually, nevermind.$h	哦，你係個新嚟慨農民男仔，系未啊？ ^……你係個新嚟慨農民女仔，定係乜嘢。你唔係呀？ #$e#Huh？哦……我係Haley。 #$e#嗯……如果唔係因為嗰啲可怕慨衫，你可能真係好得意。^如果唔係因為嗰啲可怕慨衫，你可能真係好靚呀……。事實上，唔好提啦。$h
671	Haley	Resort_Entering	I saw a dolphin on the way in!	我係嚟嗰陣見到咗一隻海豚！
672	Haley	Resort_Leaving	There's something about the sun that just makes me feel good.	陽光有啲嘢畀我覺得好好。
673	Haley	Resort_Shore	It's strange the places life can take you... who knows what other lands are out there?	生活可以帶你去慨地方真係怪……知出便有咩其他慨土地？
674	Haley	Resort_Shore_2	Wow, look at how the sunlight sparkles on the horizon!$h#$b#I bet the sunsets here would make for an amazing photo.#$e#I have to remember to bring my camera next time.	哇，看陽光在地平線上閃閃發光!$h#$b#我打賭這裡的日落會是一張令人驚嘆的照片。#$e#我下次得記著帶相機。
675	Haley	Resort_Towel	Getting the perfect tan is an artform...#$e#It's kind of like toasting a marshmallow... you have to rotate the body just right.$h	獲得完美的日光浴是一種藝術......#$e#這有點像烤棉花糖......你必須把身體旋轉得恰到好處。$h
676	Haley	Resort_Towel_2	Laying out on a tropical beach.#$b#*sigh* I think I've finally found my place in the universe.#$e#But I guess Stardew Valley's not such a bad place either!$h	躺在熱帶沙灘上。 #$b#*sigh*我想我終於找到了我在宇宙中的位置。 #$e#但我想Stardew Valley也不是一個壞地方！ $h
677	Haley	Resort_Towel_3	Emily's friend had this swimsuit shipped to me from all the way out in Zuzu City.#$e#City fashion is on a whole different level, isn't it?$h	Emily的朋友把這件泳衣從祖國的大路上運到了我這裡。#$e#城市時尚是一個完全不同的層面，不是嗎? ?$h
678	Haley	Resort_Chair	I painted my toenails blue to match the sea. What do you think? *wiggle* *wiggle*$h	我把我的腳趾甲塗成藍色，以配合大海。你覺得怎麼樣？ *wiggle* *wiggle*$h
679	Haley	Resort_Bar	Gus made a cute, fruity drink just for me!$h	Gus專門為我做了一個可愛的果味飲料！ $h
680	Haley	Resort	This is such a perfect beach. I'd stay here forever if I could!	這真是一個完美的沙灘。如果可以的話，我願意永遠呆在這裡。
681	Haley	danceRejection	Ew... No.	... 唔好。
682	Haley	divorced	I'll be fine on my own...$7#$e#Thanks for the memories.$7#$e#Why are you still clinging to me? Go live your own life.$7	我一個人就好了......$7#$e#謝謝你的回憶。 $7#$e#你為什麼還粘著我？去過你自己的生活吧。$7
683	Haley	breakUp	Agh!$8#$b#Oh... hmph. Beat me to it, huh? Alright...	Agh! $8#$b#Oh... hmph. 打敗我了，嗯？好吧......。
684	Haley	dumped_Girls	I've got nothing to say to you!$a	我對你無話可說！ $a
685	Haley	secondChance_Girls	Alright, alright... I'm done giving you the cold shoulder. Just promise me you'll never, ever lie to me again.$s	好吧，好吧... 我已經受夠了對你的冷遇。只要你答應我，你永遠不會再對我撒謊。$s
686	Haley	Mon	This town is so small. It sucks.$u#$e#I have to drive, like, twenty miles to buy any decent clothes.$s#$e#That's why I usually just order online.#$e#What?	這個鎮太小了。它很爛。 $u#$e#我必須開車，比如，20英里才能買到任何像樣的衣服。 $s#$e#這就是為什麼我通常只是在網上訂購。 #$e#什麼？
687	Haley	Tue	Nice shoes.^Nice makeup.#$b#Are those made out of plastic?^Or wait... Are you even wearing any?#$e#I'm bored.	漂亮的鞋子。 ^你個粧好靚。 #$b#那些是塑料做的嗎？ ^等等。你到底有沒有穿？ #$e#我很無聊。
688	Haley	Wed	The only thing I like about this town is the beach.$u	我唯一喜歡的是這個小鎮的沙灘。$u
689	Haley	Thu	#$1 HaleyClothes#I've decided I am going to organize my clothes today. I'll have to throw out all of last year's styles to make room for the new ones!#$e#*sigh* I could really go for a cupcake right now.#$e#Do you need something?	#$1 HaleyClothes#我決定今天要整理我的衣服。我得把去年的款式全部扔掉，為新的款式騰出空間！ #$e#*sigh*我現在真想吃個小蛋糕。 #$e#你需要什麼嗎？
690	Haley	Fri	%Haley is ignoring you.	Haley沒有理會你。
691	Haley	Fri2	Don't you get tired of running around on that farm all day, or whatever it is you do?#$e#I couldn't stand getting all dirty like that.#$e#You probably get a nice tan, though.	你整天在農場裡跑來跑去，或者不管你是做什麼的，你不覺得累嗎？ #$e#我無法忍受像那樣弄得臟兮兮的。 #$e#不過，你可能會曬得很好。
692	Haley	Sat	I'm feeling an urge to go shopping. Ugh! I wish there was a mall here.	我有一種想去購物的衝動。啊! 我希望這裡有一個商場。
693	Haley	Sun	My sister is so weird. Sometimes I wonder if we're actually related.$u	我妹妹太奇怪了。有時我懷疑我們是否真的有關係。$u
694	Haley	Wed8	There are only two things I like about this town.#$b#One of them is the beach.#$e#The other one is a secret! *giggle*$h	關於這個小鎮，我只喜歡兩件事。 #$b#其中一件是沙灘。 #$e#另一件是一個秘密! *giggle*$h
695	Haley	Tue2	I wonder if any nice shells washed up on the beach this morning?#$e#This isn't the best time of year for shells, though.	我想知道今天早上是否有漂亮的貝殼被沖到沙灘上？ #$e#不過，這不是一年中貝殼的最佳時機。
696	Haley	Wed4	I'm glad that the flowers are starting to bloom.#$e#Those pink ones smell so good.$h	我很高興花兒開始綻放。 #$e#這些粉紅色的花兒聞起來很香。$h
697	Haley	Fri6	I need to find some kind of hobby other than shopping.#$e#I've decided I want to expand my horizons.#$e#Maybe I should learn to play the mini-harp?	我需要找到某種愛好，而不是購物。 #$e#我已經決定要擴大我的視野。 #$e#也許我應該學習彈奏迷你豎琴？
698	Haley	Mon6	I used to complain about this town being so small, but I've grown to like it.#$e#If it was much bigger it wouldn't feel like a community.	我曾經抱怨這個小鎮太小了，但我越來越喜歡它了。#$e#如果它大得多，就不會覺得是一個社區。
699	Haley	Thu6	I cooked dinner last night. It actually turned out okay!#$e#But I did make a huge mess in the kitchen...	我昨天晚上做了晚餐。其實結果還不錯！ #$e#但我確實在廚房裡弄得一團糟......
700	Haley	Sun6	I'm thinking about donating a bunch of clothes... I must have a hundred pairs of shoes.	我在考慮捐出一堆衣服......。我一定有一百雙鞋。
701	Haley	Sat8	#$1 haleySeagull#Yesterday I found a seagull with her wing caught in a net. I set her free, of course. She looked so helpless, the poor thing.$k$s#$e#You know, I should probably start exercising more... this youthful metabolism won't last forever.	#$1 haleySeagull#昨天我發現一隻海鷗，她的翅膀被網住了。當然，我把她放了出來。她看起來很無助，這個可憐的東西。 $k$s#$e#你知道，我也許應該開始多做運動......這種年輕的新陳代謝不會永遠持續。
702	Haley	Fri10	@, can we go on a camping trip someday?#$e#The most exotic place I've been is Zuzu city.	@，哪天我們能去露營嗎？ #$e#我去過的最有異國情調的地方是祖國城。
703	Haley	Event_clean1	*sigh*...$u	*嘆氣*...$u
704	Haley	Event_clean2	NO!! I'm not going to do it!$a#$b#You guys are both stupid!%fork$a	唔好!!! 我不會這麼做的！ $a#$b#你們倆都很蠢！ %fork$a
705	Haley	Event_clean3	She should take the 'high road'? What's that supposed to mean?$u#$b#You think I'm being a baby, huh?%fork$a	她應該走 "高路"？那是什麼意思？ $u#$b#你認為我是個孩子，嗯？ %fork$a
706	Haley	Event_jar1	Great, then you shouldn't have any problem opening this jar for me!$h	很好，那麼你為我打開這個罐子應該不會有任何問題！ $h
707	Haley	Event_jar2	Oh... you aren't? Hmmm...$s#$b#Well could you try opening this jar for me anyways?	哦...你不是嗎？嗯......$s#$b#那麼你能不能試著為我打開這個罐子呢？
708	Haley	Event_darkroom1	Aw, thanks!$h	噢，謝謝！ $h
709	Haley	Event_darkroom2	Oh! I thought you knew.#$b#This room's for developing photos.	哦！我以為你知道。 #$b#這間屋子是用來沖洗照片的。
710	Haley	Event_darkroom3	Is that so...?$s	是這樣嗎......?$s
711	Haley	Event_darkroom4	Aw, thanks!$h	哦，謝謝！ $h
712	Haley	Event_darkroom5	Oh! I thought you knew.#$b#This room's for developing photos.	哦！我以為你知道。 #$b#這間屋子是用來沖洗照片的。
713	Haley	Event_darkroom6	Is that so...?$s	是這樣嗎......?$s
714	Haley	Event_beach1	No, you won't! This bracelet was passed down to me by my great-grandmother!$a	不，你不會的! 這個手鐲是我曾祖母傳給我的！ $a
715	Haley	Event_beach2	*sigh*$s#$b#...Maybe it'll wash up on another shore. I can't bear to think of it at the bottom of the ocean.$s	*sigh*$s#$b#...也許它會被沖到另一個岸上。我不忍心想到它在海底的樣子。 $s
716	Haley	Event_room1	Him? No!#$b#...Well, I guess I used to like Alex. But not anymore! He's immature.	他？不！ #$b#......嗯，我想我曾經喜歡過亞歷克斯。但現在不一樣了! 他是不成熟的。
717	Haley	Event_room2	What? That sounds fun, but I wouldn't want to leave Stardew Valley right now...	什麼？這聽起來很有趣，但我現在不想離開星露谷...
718	Haley	Event_room3	Huh? What's an android?	嗯？什麼是機器人？
719	Haley	summer_Mon	I'm going to get such a nice tan this summer.	這個夏天我一定會曬得很好。
720	Haley	summer_Tue	Ew, you're all dirty.	呃，你們都很髒。
721	Haley	summer_Wed	Um... Yes?#$e#I didn't hear you, I'm thinking about something else.	嗯......是嗎？ #$e#我沒聽見，我在想別的事情。
722	Haley	summer_10	Do you have baby bunnies on your farm? Bunnies are SO cute! <	你的農場裡有小兔子嗎？小兔子太可愛了! <
723	Haley	summer_Thu	If you stay in the sun a lot it'll make your hair lighter.#$e#It's a good thing to know!	如果你成日屈喺陽光下，會令你啲頭髮變淺。 #$e#呢件好事，要知！
724	Haley	summer_Fri	I wonder what Alex is doing today...#$e#Huh? I didn't notice you standing there.	我想知亞歷克斯今日系度做緊咩……#$e#Huh？我冇留意到你企喺度。
725	Haley	summer_Sat	Farming sounds so boring...#$q 42/43 summer_Sat_old#What do you even do all day?#$r 42 10 summer_Sat_12#Care for plants#$r 42 10 summer_Sat_12#Explore the caves#$r 43 -10 summer_Sat_13#Snoop around in your room#$r 42 10 summer_Sat_12#Dig for treasure	耕種聽落好悶……#$q 42/43 summer_Sat_old#你全日做咩 #$ ？ r 42 10 summer_Sat_12#打理植物#$r 42 10 summer_Sat_12#探索洞穴#$r 43 -10 summer_Sat_13#去你房參觀#$r 42 10 summer_Sat_12#挖寶藏
726	Haley	summer_Sat_old	#$p 43#Hey, you better not be snooping around in my room anymore!$a|But I guess it could get you in pretty good shape.	#$p 43#嘿，你最好唔好再喺我間房度窺探喇！ $a|，但我諗呢可能會畀你慨身體變得好好。
727	Haley	summer_Sat_12	Hmm... sounds like a lot of work.	嗯……聽落好似好費事。
728	Haley	summer_Sat_13	What? You'd better not be doing that!$a	乜你最好唔好啖做!$a
729	Haley	summer_Sun	Emily usually cooks dinner... But she makes weird stuff like quinoa.	Emily通常會做晚餐慨，但佢會做啲怪慨嘢，比如藜麥。
730	Haley	summer_Tue2	Do you wear those clothes every day?	你每日都著啲衫啊？
731	Haley	summer_Tue4	$p 47#Hey I found this new tool to open jars with. So you won't need to help me anymore.$h|There's not a cloud in the sky today.$h	$p 47#嘿，我發現咗呢個新工具，可以用佢嚟打開個罐。啖你就唔使再幫我喇。 $h|今日個天冇一絲雲彩。$h
732	Haley	summer_Wed4	It's so hot today!#$e#I wish I had some ice cream.$s	今日太熱喇！ #$e#我希望我有一啲雪糕。$s
733	Haley	summer_Fri4	I spent 3 hours practicing my signature today.#$e#I guess that's pretty silly, huh?	今日我用咗三個鐘練習我簽名。#$e#我諗呢係好傻慨，系未啊？
734	Haley	summer_Thu6	If you stay in the sun a lot it will make your hair lighter... But you don't want to get sunburnt, either.#$e#I just want a healthy amount of sunlight. Everything in moderation, right?	如果你成日屈喺陽光下，會令你啲頭髮變淺……但你都唔想畀曬傷啦。 #$e#我淨系想享受健康慨陽光。一切都要適度，對呀？
735	Haley	summer_Mon6	I should start reading some books instead of magazines.#$e#It's good to learn things, isn't it?#$e#I only ever look at the pictures.	我應該開始咗一啲書，而唔係雜誌。 #$e#學嘢係咪好正？ #$e#我只係睇相。
736	Haley	summer_Sun6	#$1 HaleySister#I talked to my sister for a while last night. I actually enjoyed it quite a bit.#$e#You know, Emily's not actually that weird. I guess we have more in common than I used to think.#$e#Don't tell her I said so.	#$1 HaleySister#我尋晚同我家姐傾咗一陣。我實際上好鍾意佢。 #$e#你知，Emily實際上都唔係咁怪。我想我哋慨共同啲比我以前想慨要多。 #$e#唔好話畀佢知我咁講。
737	Haley	summer_Sat6	It seems like a good day to go swimming.	呢好似系一個去游水好日子。
738	Haley	summer_Tue8	I guess living in the country isn't so bad.#$e#If I lived in the city I might start to miss all the trees.#$e#@, I think I've been hanging out with you too much.$h	我想喺鄉下都唔係咁衰。 #$e#如果我住城裡，我可能會開始掛住所有慨樹。 #$e#@，我諗我已經同你行得好熟架喇。 $h
739	Haley	summer_Fri10	Oh, hi @!#$e#Do you like kids?$l	哦，你好@！ #$e#你鍾意仔嗎？ $l
740	Haley	fall_1	It's fall already?$s	已經系秋天？$s
741	Haley	fall_Mon	It's gross when all these fallen leaves get slimy.	呢啲落葉變得黐糊糊慨，真作嘔。
742	Haley	fall_Tue	Hmm... Something smells weird...#$e#You've been working on the farm, huh?	哇，有啲嘢聞起身好怪……#$e#你一直喺農場做嘢，哇？
743	Haley	fall_Wed	Oh, hi. Did you want something?	哦，你好。你想要乜嘢啊？
744	Haley	fall_Thu	I feel the urge to go shopping. *sigh*	我有種想去買嘢慨*衝動。 sigh*
745	Haley	fall_Fri	Is that a grass stain on your knee?#$e#Sorry, I'm allergic to grass.	你個膝頭哥上慨系草漬呀？ #$e#對唔住，我對草過敏。
746	Haley	fall_Sat	It's too cold to go to the beach anymore.#$q 44 fall_Sat_old#*sigh*...what do you think I should do today?#$r 44 10 fall_Sat_12#Watercolor painting#$r 44 20 fall_Sat_12#Relax and read a magazine#$r 44 -30 fall_Sat_13#Stop being a selfish crybaby	咁凍去沙灘#$q 44 fall_Sat_old#*嘆氣*…我今日應該做咩?#$r 44 10 fall_Sat_12#水彩#$r 44 20 fall_Sat_12#休息睇雜誌#$r 44 -30 fall_Sat_13#咪咁自私
747	Haley	fall_Sat_old	I'll probably take a nap later.	可能我一陣間要打個盹。
748	Haley	fall_Sat_12	Hmm... That's a pretty good idea, actually.	哇，其實係一個好橋。
749	Haley	fall_Sat_13	Get away from me, you stupid jerk.$a	離我遠啲，你呢個扑街。 .$a
750	Haley	fall_Sun	I've never been to the forest. It's muddy and I could get a blister on my foot.	我從來冇去過森林。嗰度好泥濘，我隻腳會起水泡。
751	Haley	fall_Tue2	Something smells earthy...#$b#Oh, right. You work on a farm.	有鋪泥湴慨味道……#$b#哦，對啦。你喺個農場工作。
752	Haley	fall_Fri4	You look like you've been doing a lot of hard work.#$b#Why don't you take the rest of the day off?	你而家睇落似做咗好辛苦慨工作。 #$b#你點解唔喺今日剩慨時間裡休息嚇？
753	Haley	fall_Wed4	If you're ever bored, come say hi.	如果你覺得悶，就嚟打個招呼。
754	Haley	fall_Thu6	Shopping just doesn't sound as fun as it used to.#$e#What's happening to me?#$e#Hmm...	購物聽落唔似以前咁得意。 #$e#我發生咩事？ #$e#Hmm……
755	Haley	fall_Mon6	$p 48#Did I ever tell you I found another one of my great-grandma's bracelets in the attic?|See this bracelet? It belonged to my great-grandmother.#$e#She was a really interesting lady.	$p 48#我有無話過你，我喺閣上又揾到咗我曾亞嬤慨一個玉扼？|佢我慨！ 曾亞嬤。 #$e#佢係一位好得意慨女士。
756	Haley	fall_Sun6	I've never been to the forest, you know.#$e#It might be interesting to explore it some day.	我從來冇去過森林，你知咩？ #$e#有一日去探索佢可能會好得意。
757	Haley	fall_Tue8	I'm starting to like the smell of dirt. Isn't that weird?#$e#I think it's because you're around all the time.$h	我開始鍾意泥湴慨味道了。呢個唔係好怪呀？ #$e#我諗呢，係因為你一直喺身邊。 $h
758	Haley	fall_Mon10	@, I'm happy to see you today.$h	@，我好開心今日可以見到你。 $h
759	Haley	winter_Mon	I want to move somewhere warmer.	我想搬更暖慨地方。
760	Haley	winter_Tue	Hi. Do you need something from me?#$e#...	餵，你要我慨嘢呀？ #$e#……
761	Haley	winter_9	Hmm. What brand is your shirt?#$e#Oh. Um, nevermind.	嗯。你慨襯衫系咩牌子慨？ #$e#哦。哇，算啦。
762	Haley	winter_Wed	I wish someone would bring me a peppermint coffee.$s#$e#Don't even bother, I know you won't be able to make one.	我希望有人可以畀我帶一杯薄荷咖啡。$s#$e#甚至唔使麻煩，我知你唔會做一個。
763	Haley	winter_Thu	I'm going to start writing a list of all the clothes I need for next spring.	我要開始寫一份清單，列出我出年春天需要慨所有衫。
764	Haley	winter_Fri	Do you have a pony on your farm?$h#$e#Oh. That's disappointing...$s	你個農場有馬仔呀？ $h#$e#哦。呢個真係畀人失望……$s
765	Haley	winter_Sat	The only good thing about winter is that I get to sleep more.#$e#I like at least 10 hours of sleep every night.	冬天唯著數係我可以多瞓一陣。 #$e#我鍾意晚晚最低限瞓十個鐘。
766	Haley	winter_Sun	Will you say hi to Alex for me?#$e#Thanks.	你可唔可以幫我向亞歷克斯問好呀？ #$e#多謝。
767	Haley	winter_Tue2	Your name is @, right?#$e#I keep forgetting.	你個名系@，對呀？ #$e#我一直都唔記得咗。
768	Haley	winter_Tue4	Hi @.#$e#Is anything exciting happening on your farm?	你好 @.#$e#你個農場有咩令人興奮慨事情發生咩？
769	Haley	winter_Wed6	I think I'm starting to realize that clothes aren't the most important thing. Right?#$e#I still like clothes, though. I mean, what's wrong with expressing yourself a little?	我諗我開始意識到，衫並唔係最重要慨嘢。對呀？ #$e#我都係鍾意衫，雖然。我慨意思系，稍微表達下自己有咩錯呢？
